rank,issue_id,repo_name,title,created_at
518,7528,huggingface/datasets,Data Studio Error: Convert JSONL incorrectly,2025-04-19T13:21:44+00:00
519,7531,huggingface/datasets,Deepspeed reward training hangs at end of training with Dataset.from_list,2025-04-21T17:29:20+00:00
520,7992,networkx/networkx,Improve Girman-Newman speed,2025-04-22T03:08:57+00:00
521,7534,huggingface/datasets,TensorFlow RaggedTensor Support (batch-level),2025-04-24T13:14:52+00:00
522,7537,huggingface/datasets,"`datasets.map(..., num_proc=4)` multi-processing fails",2025-04-25T01:53:47+00:00
523,29978,matplotlib/matplotlib,[Bug]: PGF file produces incorrect whitespace in the legend when using certain documentclass.,2025-04-28T11:12:13+00:00
524,8005,networkx/networkx,`generate_random_paths` should be `generate_random_walks`,2025-04-28T16:26:06+00:00
525,7545,huggingface/datasets,Networked Pull Through Cache,2025-04-30T15:16:33+00:00
526,7548,huggingface/datasets,Python 3.13t (free threads) Compat,2025-05-02T09:20:09+00:00
527,7549,huggingface/datasets,TypeError: Couldn't cast array of type string to null on webdataset format dataset,2025-05-02T15:18:07+00:00
528,7551,huggingface/datasets,Issue with offline mode and partial dataset cached,2025-05-04T16:49:37+00:00
529,8030,networkx/networkx,backends and not_implemented_for,2025-05-07T14:00:22+00:00
530,30038,matplotlib/matplotlib,[Bug]: install in development mode fails,2025-05-11T17:28:50+00:00
531,7566,huggingface/datasets,terminate called without an active exception; Aborted (core dumped),2025-05-11T23:05:54+00:00
532,7568,huggingface/datasets,`IterableDatasetDict.map()` call removes `column_names` (in fact info.features),2025-05-13T15:45:42+00:00
533,7569,huggingface/datasets,Dataset creation is broken if nesting a dict inside a dict inside a list,2025-05-13T21:06:45+00:00
534,30071,matplotlib/matplotlib,[Doc]: new color documentation should go into user docs,2025-05-18T15:31:17+00:00
535,30074,matplotlib/matplotlib,[Doc]: Too much stuff in top level navigation.,2025-05-18T22:12:08+00:00
536,30075,matplotlib/matplotlib,[MNT]: Rename axis3d.Axis to Axis3D,2025-05-19T06:29:57+00:00
537,7574,huggingface/datasets,Missing multilingual directions in IWSLT2017 dataset's processing script,2025-05-21T09:53:17+00:00
538,7580,huggingface/datasets,"Requesting a specific split (eg: test) still downloads all (train, test, val) data when streaming=False.",2025-05-22T11:08:16+00:00
539,7584,huggingface/datasets,Add LMDB format support,2025-05-26T07:10:13+00:00
540,7586,huggingface/datasets,help is appreciated,2025-05-26T14:00:42+00:00
541,8099,networkx/networkx,nx.optimal_edit_paths not finding optimal,2025-06-04T14:47:30+00:00
542,7594,huggingface/datasets,Add option to ignore keys/columns when loading a dataset from jsonl(or any other data format),2025-06-05T11:12:45+00:00
543,30147,matplotlib/matplotlib,twinx and twiny could gain more convenience helpers,2025-06-05T17:39:54+00:00
544,30159,matplotlib/matplotlib,[Bug]: Calling axes.clear() on a shared y or x-axis issues an unexpected warning with log scale,2025-06-10T13:50:30+00:00
545,30165,matplotlib/matplotlib,[Bug]: offset in transformed ellipse vertices,2025-06-11T14:03:43+00:00
546,7610,huggingface/datasets,i cant confirm email,2025-06-12T18:58:49+00:00
547,7612,huggingface/datasets,Provide an option of robust dataset iterator with error handling,2025-06-13T00:40:48+00:00
548,7619,huggingface/datasets,`from_list` fails while `from_generator` works for large datasets,2025-06-17T10:58:55+00:00
549,7630,huggingface/datasets,[bug] resume from ckpt skips samples if .map is applied,2025-06-21T01:50:03+00:00
550,30203,matplotlib/matplotlib,[Bug]: Cannot share both axis when setting aspect ratio,2025-06-21T14:22:47+00:00
551,7632,huggingface/datasets,"Graceful Error Handling for cast_column(""image"", Image(decode=True)) in Hugging Face Datasets",2025-06-23T13:49:24+00:00
552,7633,huggingface/datasets,Proposal: Small Tamil Discourse Coherence Dataset.,2025-06-23T14:24:40+00:00
553,7636,huggingface/datasets,"""open"" in globals()[""__builtins__""], an error occurs: ""TypeError: argument of type 'module' is not iterable""",2025-06-24T08:09:39+00:00
554,7637,huggingface/datasets,Introduce subset_name as an alias of config_name,2025-06-24T12:49:01+00:00
555,7647,huggingface/datasets,loading mozilla-foundation--common_voice_11_0 fails,2025-06-26T12:23:48+00:00
556,7650,huggingface/datasets,`load_dataset` defaults to json file format for datasets with 1 shard,2025-06-27T12:54:25+00:00
557,30219,matplotlib/matplotlib,[Bug]: tick_top and sharex do not work together,2025-06-27T16:50:22+00:00
558,8128,networkx/networkx,ENH: `min_length` kwarg for `simple_cycles`,2025-06-29T12:33:37+00:00
559,30230,matplotlib/matplotlib,"[BUG]: Neither explicit data limit is respected when `constrained_layout` is used together with `set_aspect(..., ""datalim"")`",2025-06-30T15:08:29+00:00
560,7660,huggingface/datasets,AttributeError: type object 'tqdm' has no attribute '_lock',2025-06-30T15:57:16+00:00
561,7662,huggingface/datasets,Applying map after transform with multiprocessing will cause OOM,2025-07-01T05:45:57+00:00
562,30238,matplotlib/matplotlib,[ENH]: Add data parameter in Axes3D.plot like Axes.plot,2025-07-01T15:18:58+00:00
563,7664,huggingface/datasets,Function load_dataset() misinterprets string field content as part of dataset schema when dealing with `.jsonl` files,2025-07-01T17:14:32+00:00
564,30241,matplotlib/matplotlib,[ENH]: sharex=array for simple grouping,2025-07-01T19:33:03+00:00
565,7668,huggingface/datasets,Broken EXIF crash the whole program,2025-07-03T11:24:15+00:00
566,61772,pandas-dev/pandas,BUG: Calling dict(df.groupby(...)) raises TypeError: 'str' object is not callable despite valid inputs,2025-07-03T21:39:11+00:00
567,7669,huggingface/datasets,How can I add my custom data to huggingface datasets,2025-07-04T19:19:54+00:00
568,61782,pandas-dev/pandas,BUG: Errors using pyarrow datetime types on windows,2025-07-05T13:02:02+00:00
569,61812,pandas-dev/pandas,BUG: Dataframe.aggregate drops pyarrow backend for lambda aggregation functions,2025-07-08T12:47:25+00:00
570,61813,pandas-dev/pandas,ENH: Add Polars engine to read_csv,2025-07-08T14:31:02+00:00
571,30276,matplotlib/matplotlib,"[Bug]: Annotation clipping to rect works, but not when setting xlim",2025-07-08T15:29:06+00:00
572,7671,huggingface/datasets,Mapping function not working if the first example is returned as None,2025-07-08T17:07:47+00:00
573,61819,pandas-dev/pandas,BUG: Series created from pre-2.1 legacy pickles lose their names during .copy operations,2025-07-09T16:28:53+00:00
574,7675,huggingface/datasets,common_voice_11_0.py failure in dataset library,2025-07-09T17:47:59+00:00
575,7676,huggingface/datasets,Many things broken since the new 4.0.0 release,2025-07-09T18:59:50+00:00
576,30282,matplotlib/matplotlib,Figure out how to pass Text to Renderer.draw_text always,2025-07-10T04:11:13+00:00
577,30290,matplotlib/matplotlib,plot_surface with facecolors distorts colors due to default shading=True,2025-07-11T07:07:53+00:00
578,61838,pandas-dev/pandas,ENH: Include line number and number of fields when read_csv() callable raises ParserWarning,2025-07-12T03:26:27+00:00
579,7680,huggingface/datasets,Question about iterable dataset and streaming,2025-07-12T04:48:30+00:00
580,30305,matplotlib/matplotlib,[Bug]: antialiased=False rendering show dependencies to the drawing orders of Polygons in a collection,2025-07-13T18:39:07+00:00
581,7681,huggingface/datasets,Probabilistic High Memory Usage and Freeze on Python 3.10,2025-07-14T01:57:16+00:00
582,30306,matplotlib/matplotlib,[Doc]: Broken links to fix in docs,2025-07-14T13:15:33+00:00
583,61856,pandas-dev/pandas,BUG: Inconsistent .values NA/NaN,2025-07-14T17:15:04+00:00
584,7685,huggingface/datasets,Inconsistent range request behavior for parquet REST api,2025-07-16T18:39:44+00:00
585,61881,pandas-dev/pandas,API: boolean ops with float dtype,2025-07-16T20:00:48+00:00
586,7686,huggingface/datasets,load_dataset does not check .no_exist files in the hub cache,2025-07-16T20:04:00+00:00
587,7687,huggingface/datasets,Datasets keeps rebuilding the dataset every time i call the python script,2025-07-17T09:03:38+00:00
588,7688,huggingface/datasets,"No module named ""distributed""",2025-07-17T09:32:35+00:00
589,61896,pandas-dev/pandas,BUG: `rank` gives incorrect outputs on Windows with PyArrow backend,2025-07-18T09:46:04+00:00
590,7691,huggingface/datasets,Large WebDataset: pyarrow.lib.ArrowCapacityError on load() even with streaming,2025-07-19T18:40:27+00:00
591,7692,huggingface/datasets,xopen: invalid start byte for streaming dataset with trust_remote_code=True,2025-07-20T11:08:20+00:00
592,7693,huggingface/datasets,"Dataset scripts are no longer supported, but found superb.py",2025-07-20T13:48:06+00:00
593,61914,pandas-dev/pandas,BUG: Convertors not running when reading a dataframe from excel using calamine engine,2025-07-20T22:18:12+00:00
594,7694,huggingface/datasets,"Dataset.to_json consumes excessive memory, appears to not be a streaming operation",2025-07-21T07:51:25+00:00
595,30342,matplotlib/matplotlib,[MNT]: Refactor data limits,2025-07-22T14:33:00+00:00
596,7698,huggingface/datasets,NotImplementedError when using streaming=True in Google Colab environment,2025-07-23T08:04:53+00:00
597,61930,pandas-dev/pandas,PERF: `DataFrame.copy(deep=True)` returns a view on the original pyarrow buffer,2025-07-23T14:37:26+00:00
598,7699,huggingface/datasets,"Broken link in documentation for ""Create a video dataset""",2025-07-24T19:46:28+00:00
599,61937,pandas-dev/pandas,BUG: `Index` accepts lists as values,2025-07-24T20:44:35+00:00
600,61938,pandas-dev/pandas,"BUG: `metadata` on `np.ndarray` of `np.dtype(""O"")` dtype lost when roundtripped through `pandas.Series`",2025-07-24T20:57:13+00:00
601,61943,pandas-dev/pandas,BUG: series.groupby(level=0) and series.groupby(pd.Grouper(level=0)) produce different orders,2025-07-25T01:47:26+00:00
602,30355,matplotlib/matplotlib,[Bug]: violinplot with nan values fails silently,2025-07-25T13:48:24+00:00
603,61951,pandas-dev/pandas,BUG: Implicit upcast to float64 for large series (more than 1000000 rows),2025-07-25T17:04:29+00:00
604,7700,huggingface/datasets,[doc] map.num_proc needs clarification,2025-07-25T17:35:09+00:00
605,30360,matplotlib/matplotlib,[Bug]: Recent test_determinism_check flakiness,2025-07-26T00:40:59+00:00
606,7703,huggingface/datasets,[Docs] map() example uses undefined `tokenizer` — causes NameError,2025-07-26T13:35:11+00:00
607,61973,pandas-dev/pandas,"BUG: The lines skipped by pd.read_csv(path, chunksize=n, on_bad_lines='skip') depends on `n`.",2025-07-27T14:03:17+00:00
608,61978,pandas-dev/pandas,ENH: Function‑scoped bad‑line callback for read_csv that provides line_number (immediate per‑row handling without global side‑effects),2025-07-27T23:40:04+00:00
609,7705,huggingface/datasets,Can Not read installed dataset in dataset.load(.),2025-07-28T09:43:54+00:00
610,61980,pandas-dev/pandas,BUG: Boolean Column Indexing Issue in Pandas,2025-07-28T09:55:14+00:00
611,7717,huggingface/datasets,Cached dataset is not used when explicitly passing the cache_dir parameter,2025-08-01T07:12:41+00:00
612,30380,matplotlib/matplotlib,[TST]: Streamlining the `platform.machine() == 'x86_64'` check,2025-08-01T10:11:52+00:00
613,7719,huggingface/datasets,Specify dataset columns types in typehint,2025-08-02T13:22:31+00:00
614,7720,huggingface/datasets,Datasets 4.0 map function causing column not found,2025-08-03T12:52:34+00:00
615,62033,pandas-dev/pandas,"BUG: Wrong inferred type in case of a mixture of boolean, float and integers",2025-08-03T13:15:29+00:00
616,30388,matplotlib/matplotlib,[Bug]: `libc++abi: terminating due to uncaught exception of type NSException` crash when combining tkinter and matplotlib with the macosx backend,2025-08-04T13:11:33+00:00
617,7721,huggingface/datasets,Bad split error message when using percentages,2025-08-04T13:20:25+00:00
618,7722,huggingface/datasets,"Out of memory even though using load_dataset(..., streaming=True)",2025-08-04T14:41:55+00:00
619,7723,huggingface/datasets,Don't remove `trust_remote_code` arg!!!,2025-08-04T15:42:07+00:00
620,7724,huggingface/datasets,Can not stepinto load_dataset.py?,2025-08-05T09:28:51+00:00
621,30393,matplotlib/matplotlib,[Bug]: RadioButtons.set_label_props is expecting values of a single list,2025-08-05T11:42:54+00:00
622,62050,pandas-dev/pandas,ENH: String functions for df.aggregate(),2025-08-05T17:36:41+00:00
623,62051,pandas-dev/pandas,BUG: ArrowEA.astype to categorical returning all-NaT,2025-08-05T18:15:40+00:00
624,7727,huggingface/datasets,"config paths that start with ./ are not valid as hf:// accessed repos, but are valid when accessed locally",2025-08-06T08:21:37+00:00
625,30397,matplotlib/matplotlib,[Doc]: Fix version for switching to version 9 of the documentation.,2025-08-06T09:46:26+00:00
626,7728,huggingface/datasets,NonMatchingSplitsSizesError and ExpectedMoreSplitsError,2025-08-07T04:04:50+00:00
627,7729,huggingface/datasets,OSError: libcudart.so.11.0: cannot open shared object file: No such file or directory,2025-08-07T14:07:23+00:00
628,7731,huggingface/datasets,Add the possibility of a backend for audio decoding,2025-08-08T11:08:56+00:00
629,62071,pandas-dev/pandas,BUG:Pandas: Custom Metadata in DataFrame Subclass Not Deep-Copied,2025-08-08T12:27:24+00:00
630,62072,pandas-dev/pandas,BUG: DataFrame.to_json() does not accurately serialize floats such that they can be deserialized without lost information,2025-08-08T15:03:26+00:00
631,7732,huggingface/datasets,webdataset: key errors when `field_name` has upper case characters,2025-08-08T16:56:42+00:00
632,62089,pandas-dev/pandas,ENH: More compact printing of a DataFrame with MultiIndex columns,2025-08-11T19:42:40+00:00
633,62097,pandas-dev/pandas,DEPR: rename 'unit' keyword in to_datetime etc,2025-08-12T19:27:16+00:00
634,62098,pandas-dev/pandas,ENH: Remove the DataFrame.attrs saving to parquet metadata on Pandas' side,2025-08-12T21:30:17+00:00
635,30419,matplotlib/matplotlib,[Bug]: Event handling with input in callback function,2025-08-13T00:31:09+00:00
636,62109,pandas-dev/pandas,BUG: `pd.api.types.is_string_dtype()` returns inconsistent results for Categorical series vs dtype,2025-08-14T21:25:36+00:00
637,30432,matplotlib/matplotlib,Help with building older Matplotlib versions,2025-08-15T01:46:10+00:00
638,62129,pandas-dev/pandas,REF/API: Move ArrowDtype(pa.foo_string()) into StringDtype(...),2025-08-16T01:28:29+00:00
639,7738,huggingface/datasets,Allow saving multi-dimensional ndarray with dynamic shapes,2025-08-18T02:23:51+00:00
640,7739,huggingface/datasets,"Replacement of ""Sequence"" feature with ""List"" breaks backward compatibility",2025-08-18T17:28:38+00:00
641,30442,matplotlib/matplotlib,[ENH]: Add OrientedRectangleSelector (interactive rotated rectangle selector),2025-08-19T08:01:19+00:00
642,62144,pandas-dev/pandas,BUG / API: setitem on pandas object fails if underlying numpy array is read-only,2025-08-19T15:11:31+00:00
643,62146,pandas-dev/pandas,"BUG: Fails to Build on Raspberry Pi 3 (tested both 2.1.4, 2.3.1 and main Branch)",2025-08-19T16:49:22+00:00
644,7742,huggingface/datasets,module 'pyarrow' has no attribute 'PyExtensionType',2025-08-20T06:14:33+00:00
645,62154,pandas-dev/pandas,BUG: resampling with origin=end_date includes extra elements in the bucket,2025-08-20T12:21:22+00:00
646,7745,huggingface/datasets,"Audio mono argument no longer supported, despite class documentation",2025-08-22T12:15:41+00:00
647,7746,huggingface/datasets,Fix: Canonical 'multi_news' dataset is broken and should be updated to a Parquet version,2025-08-22T12:52:03+00:00
648,7751,huggingface/datasets,Dill version update,2025-08-27T07:38:30+00:00
649,62207,pandas-dev/pandas,ENH: Infer enums as categories,2025-08-28T14:21:08+00:00
650,62219,pandas-dev/pandas,API: `freq` or `step` for base class Index?,2025-08-29T22:13:01+00:00
651,30500,matplotlib/matplotlib,[ENH]: ConciseDateFormatter option to control location of offset label,2025-09-01T01:00:55+00:00
652,30503,matplotlib/matplotlib,Make Widget.useblit robust against underlying canvas changes,2025-09-02T09:26:54+00:00
653,62235,pandas-dev/pandas,BUG: writing categorical of intervals (pd.cut() output) to Parquet is not supported,2025-09-02T12:36:34+00:00
654,8220,networkx/networkx,ENH: `tree`: move `tree_broadcast_center` and `tree_broadcast_time` to `nx.tree`,2025-09-02T16:20:31+00:00
655,7753,huggingface/datasets,"datasets massively slows data reads, even in memory",2025-09-04T01:45:24+00:00
656,30515,matplotlib/matplotlib,[ENH]: Built-in crosshair tool through gui-native crosshair cursor,2025-09-04T22:26:39+00:00
657,30519,matplotlib/matplotlib,[ENH]: Add mechanism for feature flags,2025-09-05T07:51:04+00:00
658,7756,huggingface/datasets,"datasets.map(f, num_proc=N) hangs with N>1 when run on import",2025-09-05T10:32:01+00:00
659,30527,matplotlib/matplotlib,Bivariate and multivariate colorbar,2025-09-08T12:38:26+00:00
660,30528,matplotlib/matplotlib,Better bivariate and multivariate colormaps,2025-09-08T12:49:30+00:00
661,30529,matplotlib/matplotlib,Examples using Bivariate and Multivariate color maps,2025-09-08T13:08:26+00:00
662,7758,huggingface/datasets,Option for Anonymous Dataset link,2025-09-08T20:20:10+00:00
663,7759,huggingface/datasets,Comment/feature request: Huggingface 502s from GHA,2025-09-09T11:59:20+00:00
664,7760,huggingface/datasets,Hugging Face Hub Dataset Upload CAS Error,2025-09-10T10:01:19+00:00
665,62311,pandas-dev/pandas,CI: Enable GitHub Actions CI for ppc64le (Power architecture) support,2025-09-10T10:27:28+00:00
666,30546,matplotlib/matplotlib,[MNT]: Replace TextPath by Text().to_path(),2025-09-11T08:14:20+00:00
667,30547,matplotlib/matplotlib,[MNT]: Revamp `draw_path_collection()` API,2025-09-11T10:01:47+00:00
668,30549,matplotlib/matplotlib,[Bug]: Inconsistent line anti-aliasing in PolyCollection,2025-09-11T19:00:33+00:00
669,7766,huggingface/datasets,cast columns to Image/Audio/Video with `storage_options`,2025-09-12T18:51:01+00:00
670,7767,huggingface/datasets,Custom `dl_manager` in `load_dataset`,2025-09-12T19:06:23+00:00
671,62337,pandas-dev/pandas,BUG: factorize does not preserve extension dtypes,2025-09-14T05:14:03+00:00
672,30555,matplotlib/matplotlib,[ENH]: Update Slider Range (valmin and valmax),2025-09-14T13:00:30+00:00
673,62340,pandas-dev/pandas,BUG: NaN categorical in multi-level column gets replaced in to_excel output,2025-09-14T20:52:53+00:00
674,7772,huggingface/datasets,Error processing scalar columns using tensorflow.,2025-09-15T10:36:31+00:00
675,30568,matplotlib/matplotlib,[MNT]: Drop support for type3 embedding in pdf?,2025-09-16T08:35:32+00:00
676,8269,networkx/networkx,[Feature Request] Add Directed Steiner Tree Approximation (Charikar et al. 1999),2025-09-16T09:29:48+00:00
677,8275,networkx/networkx,[Feature Request] Add the new fastest way to find the shortest paths in graph,2025-09-17T06:55:51+00:00
678,62361,pandas-dev/pandas,BUG: `sort_index` failing on MultiIndex with label name when key is used,2025-09-17T10:36:56+00:00
679,62365,pandas-dev/pandas,ENH: Add support for the standard library `compression.zstd` in Python 3.14,2025-09-17T15:29:54+00:00
680,30578,matplotlib/matplotlib,[MNT]: Deferred colormap creation,2025-09-17T22:16:42+00:00
681,30585,matplotlib/matplotlib,[ENH]: Separate autoscale_x_left and autoscale_x_right (and likewise for y),2025-09-18T17:02:18+00:00
682,62414,pandas-dev/pandas,ENH: Disable sorting groups by default in `groupby`,2025-09-22T18:28:50+00:00
683,62423,pandas-dev/pandas,"API/REF: consistent error messages, arithmetic rules",2025-09-23T15:24:08+00:00
684,7788,huggingface/datasets,`Dataset.to_sql` doesn't utilize `num_proc`,2025-09-24T20:34:47+00:00
685,62449,pandas-dev/pandas,ENH: Performance enhancements to nanops using `numba`,2025-09-25T15:29:49+00:00
686,30602,matplotlib/matplotlib,[ENH]: Scrollable Sliders,2025-09-25T16:55:05+00:00
687,62451,pandas-dev/pandas,"BUG: ""Field type has incompatible types"" in loading GCS parquet with read_parquet ",2025-09-25T16:59:43+00:00
688,30604,matplotlib/matplotlib,[ENH]: Ability to set legend ncols parameter in mplstyle,2025-09-26T07:22:44+00:00
689,62464,pandas-dev/pandas,ENH: Migrate from ujson to orjson,2025-09-26T12:11:33+00:00
690,62468,pandas-dev/pandas,BUG: indexing large df silently fails non-deterministically,2025-09-26T20:24:01+00:00
691,7793,huggingface/datasets,"Cannot load dataset, fails with nested data conversions not implemented for chunked array outputs",2025-09-27T01:03:12+00:00
692,62473,pandas-dev/pandas,"BUG: ""boolean value of NA is ambiguous"" when doing iloc on nullable integer series",2025-09-27T06:56:37+00:00
693,62477,pandas-dev/pandas,BUG: incorrect `cumsum` results for pyarrow on windows,2025-09-27T09:41:10+00:00
694,62515,pandas-dev/pandas,Pandas 2.3.3 and rhel7 compatibility,2025-09-30T09:37:58+00:00
695,30622,matplotlib/matplotlib,[MNT]: Stop event sources rather than setting them to None in Animation._stop(),2025-09-30T15:52:33+00:00
696,62558,pandas-dev/pandas,ENH: Adding an empty level at the end of a multi index,2025-10-03T14:01:39+00:00
697,7798,huggingface/datasets,Audio dataset is not decoding on 4.1.1,2025-10-05T06:37:50+00:00
698,62601,pandas-dev/pandas,BUG: `DataFrame.resample()` fails across DST transitions with `NonExistentTimeError` in timezone-aware data,2025-10-06T15:37:24+00:00
699,62602,pandas-dev/pandas,"BUG: `pandas.date_range()` raises `NonExistentTimeError` despite `nonexistent=""shift_forward""` when crossing DST boundaries",2025-10-06T16:00:40+00:00
700,30642,matplotlib/matplotlib,[Bug]: InsetIndicator rectangle and connectors forced to share clip_on property,2025-10-08T03:50:53+00:00
701,7802,huggingface/datasets,[Docs] Missing documentation for `Dataset.from_dict`,2025-10-09T02:54:41+00:00
702,62635,pandas-dev/pandas,BUG: read_csv with pyarrow engine cannot handle single-line CSV files,2025-10-09T07:30:35+00:00
703,7804,huggingface/datasets,Support scientific data formats,2025-10-09T10:18:24+00:00
704,7811,huggingface/datasets,SIGSEGV when Python exits due to near null deref,2025-10-09T22:00:11+00:00
705,30647,matplotlib/matplotlib,[Doc]: `xlim_changed` and `ylim_changed` not listed with other events,2025-10-10T07:13:50+00:00
706,30649,matplotlib/matplotlib,"[ENH]: Improve how we manage the ""current version"" metadata",2025-10-10T15:05:03+00:00
707,62651,pandas-dev/pandas,ENH: : Add header Autofilter and optional bold via engine_kwargs in to_excel,2025-10-11T01:25:47+00:00
708,62682,pandas-dev/pandas,"BUG: self,_box_pa throws unique error when passed categorical or interval dtype",2025-10-13T19:32:13+00:00
709,62687,pandas-dev/pandas,API/DEPR: disallow casting nan-float to bool,2025-10-14T01:41:01+00:00
710,7819,huggingface/datasets,Cannot download opus dataset,2025-10-15T09:06:19+00:00
711,62704,pandas-dev/pandas,ENH: Prevent filling in `unstack()`,2025-10-15T21:03:04+00:00
712,7821,huggingface/datasets,Building a dataset with large variable size arrays results in error ArrowInvalid: Value X too large to fit in C integer type,2025-10-16T08:45:17+00:00
713,62719,pandas-dev/pandas,ENH: Add Series.split and DataFrame.split,2025-10-16T20:51:37+00:00
714,62723,pandas-dev/pandas,"BUG: assignment to `Series.iloc` with `dtype=""object""` converts dictionary to `Series`",2025-10-17T05:29:22+00:00
715,62766,pandas-dev/pandas,BUG: boolean operations for Index return np.array instead of Index,2025-10-20T20:15:05+00:00
716,62769,pandas-dev/pandas,BUG: pd.read_parquet raises exception filtering on Period type columns,2025-10-20T23:53:07+00:00
717,30670,matplotlib/matplotlib,[MNT]: Inconsistent type annotation,2025-10-22T09:55:07+00:00
718,62802,pandas-dev/pandas,BUG: StringArray with NA behaves different to numpy object array for elementwise comparisons,2025-10-22T23:41:03+00:00
719,7829,huggingface/datasets,Memory leak / Large memory usage with num_workers = 0 and numerous dataset within DatasetDict,2025-10-24T09:51:38+00:00
720,30679,matplotlib/matplotlib,"[ENH]: A ""CenteredAsinhNorm"" would be useful",2025-10-24T16:22:07+00:00
721,62833,pandas-dev/pandas,ENH: Add convenience API to summarize null counts grouped by dtype (e.g. df.dtype_nulls.summary()),2025-10-25T07:21:22+00:00
722,62883,pandas-dev/pandas,BUILD: arm32 cross compile issues,2025-10-27T20:35:11+00:00
723,7834,huggingface/datasets,Audio.cast_column() or Audio.decode_example() causes Colab kernel crash (std::bad_alloc),2025-10-27T22:02:00+00:00
724,62903,pandas-dev/pandas,BUG: `pd.concat()` produces invalid index when inputs have `Int64Dtype` index with `NA`s,2025-10-29T01:54:42+00:00
725,62918,pandas-dev/pandas,DEPR: Series.combine with non-Series,2025-10-30T17:52:24+00:00
726,62922,pandas-dev/pandas,BUG: read_parquet fails when passing a list of remote files (gcs),2025-10-30T19:49:16+00:00
727,62926,pandas-dev/pandas,BUG: indexing a MultiIndex-ed DataFrame (only) with a scalar on a level and a slice on another doesn't drop a level,2025-10-30T21:53:37+00:00
728,62930,pandas-dev/pandas,ENH: Update `testing.assert_frame_equal` message to list all cols with diffs,2025-10-31T00:14:48+00:00
729,62936,pandas-dev/pandas,BUG: timeseries (tz-aware) .plot() fails if timeseries begin is at edge of DST change-over,2025-10-31T09:12:39+00:00
730,62937,pandas-dev/pandas,BUG: rolling().corr() crash with time period,2025-10-31T13:44:07+00:00
731,30718,matplotlib/matplotlib,[Bug]: Clip box property of ax.text(...) has no effect,2025-11-02T18:52:02+00:00
732,30727,matplotlib/matplotlib,[ENH]: EngFormatter to print as significant figures,2025-11-04T23:41:19+00:00
733,63007,pandas-dev/pandas,BUG: Inconsistency between `Series[float].__rfloordiv__([timedelta])` and `rfloordiv` and further,2025-11-06T09:03:29+00:00
734,63014,pandas-dev/pandas,ENH: prefix support for pd.merge,2025-11-06T19:17:13+00:00
735,63030,pandas-dev/pandas,ENH: Standardize calculation of Pearson correlation,2025-11-07T17:22:12+00:00
736,63049,pandas-dev/pandas,ENH: Optional preservation of Sparse columns in Parquet/Feather via Arrow metadata,2025-11-09T02:01:16+00:00
737,63064,pandas-dev/pandas,API: Series[bool with missing] + bool consistency,2025-11-10T17:27:44+00:00
738,30738,matplotlib/matplotlib,[DOC] Plotting common 3D mesh files in matplotlib,2025-11-10T19:30:27+00:00
739,30739,matplotlib/matplotlib,"[Bug]: grouped_bar can pass label and color twice, causing TypeError",2025-11-11T00:55:20+00:00
740,7861,huggingface/datasets,Performance Issue: save_to_disk() 200-1200% slower due to unconditional flatten_indices(),2025-11-11T11:05:38+00:00
741,63084,pandas-dev/pandas,DOC: missing docs for `pd.col` Expression objects,2025-11-11T22:40:31+00:00
742,63094,pandas-dev/pandas,API: consistently preserve null values for `**0` in nullable dtypes,2025-11-12T10:10:42+00:00
743,63095,pandas-dev/pandas,BUG: Inconsistency of `BooleanArray.__and__` with `pd.NA` and `[pd.NA]`,2025-11-12T10:17:43+00:00
744,30747,matplotlib/matplotlib,[Bug]: Autoscale not synced between shared axes when interactively zooming,2025-11-12T13:33:33+00:00
745,63099,pandas-dev/pandas,API: reconsider returning read-only arrays from DataFrame/Series .array/.values/__array__,2025-11-12T18:30:27+00:00
746,7863,huggingface/datasets,Support hosting lance / vortex / iceberg / zarr datasets on huggingface hub,2025-11-13T00:51:07+00:00
747,7864,huggingface/datasets,add_column and add_item erroneously(?) require new_fingerprint parameter,2025-11-13T02:56:49+00:00
748,7867,huggingface/datasets,NonMatchingSplitsSizesError when loading partial dataset files,2025-11-13T12:03:23+00:00
749,63105,pandas-dev/pandas,"String dtype: known differences and performance considerations for ""pyarrow"" vs ""python"" storage variants",2025-11-13T13:44:33+00:00
750,63116,pandas-dev/pandas,ENH: Add mapping of nullable columns to pandas.to_sql,2025-11-14T22:37:43+00:00
751,30765,matplotlib/matplotlib,[MNT]: Changing the release workflow for external builds,2025-11-18T23:52:54+00:00
752,7872,huggingface/datasets,IterableDataset does not use features information in to_pandas,2025-11-19T17:12:59+00:00
753,30772,matplotlib/matplotlib,[ENH]: Adding Zoom Option in Interactive 3D plot,2025-11-21T09:30:07+00:00
754,63168,pandas-dev/pandas,BUG: read_csv failure to convert dtype is not considered a 'bad line',2025-11-21T12:48:26+00:00
755,7879,huggingface/datasets,python core dump when downloading dataset,2025-11-24T06:22:53+00:00
756,63187,pandas-dev/pandas,"BUG: `.loc[:, [*labels]]` inconsistently reorders `MultiIndex`ed `Series` and `DataFrame`s",2025-11-24T09:35:15+00:00
757,63207,pandas-dev/pandas,PDEP-8 inplace keyword deprecation - implementation tracker issue,2025-11-26T09:38:31+00:00
758,7880,huggingface/datasets,Spurious label column created when audiofolder/imagefolder directories match split names,2025-11-26T13:36:24+00:00
